ImageId,EncodedPixels
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,276997 2 277507 5 278018 6 278530 6 279042 6 279555 5 280067 5 280580 4 281093 3 281606 2
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,283662 5 284173 7 284684 8 285195 8 285702 13 286213 14 286724 15 287236 14 287748 14 288260 14 288771 15 289283 7 289292 6 289805 4
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,268809 4 269319 7 269830 9 270342 10 270853 11 271365 11 271877 12 272388 13 272900 13 273412 13 273924 12 274437 11
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,218642 2
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,201255 1 201262 1 201766 4 201772 4 202278 11 202790 12 203302 12 203813 13 204325 12 204836 6 204843 6 205342 12 205356 5 205853 13 205868 5 206362 16 206380 4 206873 17 206893 3 207383 19 207405 3 207895 19 207918 2 208406 19 208918 18 209430 17 209942 16 210454 16 210966 15 211480 13 211993 12 212507 10 213020 9 213533 8 214049 3
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,18500 4 19010 7 19513 5 19520 10 20022 20 20531 11 20546 7 21042 11 21553 11 22064 12 22575 12 23086 14 23597 15 24109 15 24620 16 25132 17 25643 18 26155 17 26666 17 27178 12 27689 8 28201 6 28712 6 29224 4 29736 3 30247 1 30758 2 31270 2 31782 2 32295 1
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,35882 2 36393 3 36905 3 37418 2
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,6208 7 6718 10 7228 13 7738 16 8246 22 8754 27 9264 30 9776 30 10289 30 10802 29 11315 29 11828 28 12341 27 12854 26 13369 23 13887 16 14404 10 14919 6 15434 1
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,35902 5 36411 10 36923 9 37434 10 37945 10 38451 14 38961 15 39472 14 39986 11 40501 4
259b35151d4a7a5ffdd7ab7f171b142db8cfe40beeee67277fac6adca4d042c4,157261 7 157770 12 158275 22 158786 25 159297 28 159808 30 160320 31 160831 33 161343 34 161855 35 162366 37 162878 38 163390 39 163901 42 164413 43 164925 45 165437 46 165949 47 166460 50 166972 51 167484 51 167995 53 168507 53 169019 54 169530 55 170042 55 170554 56 171065 57 171577 57 172088 59 172600 59 173111 60 173623 60 174134 61 174646 61 175158 61 175670 61 176182 61 176695 60 177207 60 177720 59 178232 59 178745 58 179258 57 179770 57 180283 56 180796 54 181308 54 181820 54 182333 53 182845 53 183358 52 183870 52 184381 53 184893 52 185405 52 185917 52 186428 52 186940 52 187453 50 187965 49 188477 48 188989 46 189501 45 190013 45 190525 44 191037 43 191549 42 192061 42 192573 42 193085 42 193597 42 194110 41 194622 41 195134 42 195646 42 196157 44 196669 44 197181 45 197694 45 198206 45 198718 46 199230 47 199742 48 200254 49 200766 49 201279 49 201791 50 202303 51 202816 50 203328 51 203842 50 204355 50 204868 50 205381 50 205894 50 206407 49 206923 46 207436 46 207949 46 208462 46 208975 45 209491 41 210005 40 210518 40 211031 39 211544 39 212058 37 212571 36 213084 36 213597 35 214109 36 214622 36 215134 37 215647 37 216160 37 216673 37 217186 36 217699 36 218212 36 218725 36 219237 36 219749 36 220262 35 220774 35 221288 33 221801 32 222310 34 222821 35 223331 36 223842 36 224354 36 224865 36 225376 36 225886 35 226397 34 226907 35 227418 37 227930 38 228441 40 228952 42 229464 43 229975 45 230487 47 230999 48 231512 50 232024 51 232536 52 233048 52 233560 53 234072 53 234584 54 235096 54 235608 55 236121 54 236633 54 237145 55 237657 55 238169 56 238681 57 239193 58 239706 57 240218 57 240730 57 241242 58 241754 58 242266 59 242778 59 243290 59 243802 60 244314 60 244826 60 245338 61 245850 62 246362 62 246873 63 247385 64 247897 65 248409 66 248920 68 249432 68 249944 69 250456 69 250967 71 251479 72 251992 70 252504 68 253017 65 253529 49 254041 47 254554 47 255067 46 255579 47 256092 46 256604 47 257117 47 257629 49 258142 51 258654 53 259167 53 259680 53 260195 51 260708 51 261221 50 261733 51 262246 51 262758 52 263271 51 263785 49 264299 47 264812 46 265324 46 265837 45 266349 49 266862 54 267354 1 267375 56 267863 7 267889 55 268378 5 268399 57 268890 6 268909 59 269403 7 269419 61 269915 77 270427 77 270939 71 271453 67 271967 64 272480 59 272993 57 273506 57 274018 58 274530 59 275042 59 275554 59 276067 58 276580 58 277094 56 277607 55 278119 56 278632 55 279143 56 279655 57 280166 59 280677 60 281189 62 281701 62 282212 64 282724 64 283236 65 283747 67 284259 67 284771 68 285283 69 285795 69 286307 70 286819 70 287332 70 287844 70 288357 69 288870 68 289382 69 289894 69 290406 69 290918 70 291430 70 291942 70 292454 70 292967 69 293479 69 293992 68 294505 68 295017 67 295530 66 296043 65 296556 63 297068 63 297581 62 298093 62 298606 60 299119 59 299631 59 300144 58 300657 57 301170 55 301683 54 302196 52 302709 51 303221 50 303734 49 304247 48 304760 47 305273 46 305786 45 306298 45 306811 44 307323 44 307836 43 308330 3 308348 42 308841 5 308860 43 309353 6 309372 43 309865 7 309884 43 310377 8 310397 42 310889 10 310909 42 311401 12 311421 42 311913 12 311933 42 312425 14 312444 43 312937 17 312955 43 313448 62 313950 71 314462 70 314974 70 315486 12 315500 55 315998 11 316013 54 316510 11 316526 53 317022 12 317038 52 317534 13 317549 52 318046 16 318064 48 318558 16 318579 45 319070 16 319092 39 319582 16 319604 38 320094 16 320117 37 320607 15 320630 4 320635 31 321120 14 321149 29 321633 13 321662 28 322146 12 322175 26 322660 13 322690 23 323173 15 323204 21 323686 15 323716 21 324199 14 324229 19 324711 14 324742 18 325225 12 325255 17 325738 11 325768 16 326251 10 326281 14 326763 10 326793 13 327276 9 327306 11 327788 9 327819 10 328301 9 328331 9 328814 8 328844 6 329326 10 329357 4 329839 10 329870 2 330351 11 330865 10 331378 11 331891 18 332404 18 332916 18 333429 18 333941 18 334454 18 334966 19 334989 4 335479 28 335992 29 336505 30 337018 30 337531 29 338044 29 338556 30 339069 28 339581 28 340094 4 340100 20 340620 11 341133 10 341647 2
